ID_Cliente,grupo_edad,region,nivel_ingresos,horas_conectado,clics_en_productos,uso_cupones,compra_realizada,total_compra
CL00443,36-45,Lima,bajo,0.82,3,2,0,0.0
CL00444,36-45,Ucayali,bajo,2.58,2,2,0,0.0
CL00445,60+,Áncash,medio,0.69,1,0,1,435.3
CL00446,46-60,San Martín,bajo,2.11,4,0,1,254.33
CL00447,36-45,Lima,medio,2.83,3,0,1,496.11
CL00448,18-25,Huancavelica,bajo,2.15,4,0,0,0.0
CL00449,18-25,Tumbes,medio,4.26,3,3,0,0.0
CL00450,26-35,Lima,alto,2.21,6,2,1,1367.37
CL00451,36-45,Ica,medio,1.73,4,0,0,0.0
CL00452,46-60,Cajamarca,medio,2.53,6,1,0,0.0
CL00453,60+,Cusco,alto,1.46,5,4,1,1825.74
CL00454,60+,Piura,medio,1.62,4,3,1,1218.99
CL00455,46-60,Lima,medio,3.44,6,4,0,0.0
CL00456,26-35,Tacna,alto,3.49,8,4,1,1381.83
CL00457,60+,Cusco,medio,2.66,4,2,1,653.63
CL00458,36-45,Arequipa,medio,3.11,7,3,0,0.0
CL00459,26-35,Amazonas,medio,4.59,7,3,1,1208.61
CL00460,36-45,Lima,alto,2.44,3,1,0,0.0
CL00461,18-25,Ucayali,bajo,1.63,8,4,0,0.0
CL00462,26-35,Loreto,bajo,3.04,4,2,1,437.19
CL00463,60+,Huánuco,bajo,3.34,3,2,0,0.0
CL00464,26-35,San Martín,bajo,3.43,6,1,1,330.94
CL00465,26-35,Pasco,medio,3.64,6,4,1,538.51
CL00466,26-35,Amazonas,alto,3.49,6,2,1,548.56
CL00467,26-35,Piura,medio,3.02,4,0,0,0.0
CL00468,36-45,Huánuco,bajo,3.14,6,3,1,861.85
CL00469,18-25,Ayacucho,medio,2.91,7,4,0,0.0
CL00470,46-60,Cusco,medio,0.91,4,2,1,524.56
CL00471,26-35,Lima,medio,0.78,4,1,0,0.0
CL00472,60+,Lambayeque,medio,1.45,6,4,1,1068.1
CL00473,26-35,Huánuco,alto,3.32,8,2,1,1622.86
CL00474,60+,Cajamarca,medio,2.06,5,1,0,0.0
CL00475,36-45,Moquegua,bajo,2.64,3,3,0,0.0
CL00476,60+,Ucayali,medio,4.06,2,4,0,0.0
CL00477,46-60,Moquegua,medio,3.58,1,3,1,714.51
CL00478,18-25,Huánuco,medio,0.33,7,2,0,0.0
CL00479,60+,Cusco,bajo,3.23,7,1,0,0.0
CL00480,60+,Callao,bajo,2.56,7,0,0,0.0
CL00481,18-25,Ayacucho,medio,1.84,3,3,0,0.0
CL00482,46-60,Lima,medio,2.17,4,2,0,0.0
CL00483,26-35,Lima,medio,2.19,5,1,1,685.14
CL00484,60+,Loreto,alto,1.19,6,0,1,1873.36
CL00485,18-25,Lima,alto,2.74,8,3,1,1996.19
CL00486,36-45,Huánuco,bajo,4.68,10,3,1,979.01
CL00487,18-25,Ica,medio,3.52,5,4,1,1164.42
CL00488,36-45,Lima,bajo,0.47,5,2,0,0.0
CL00489,46-60,Junín,medio,2.79,5,3,1,875.18
CL00490,26-35,Callao,medio,2.79,4,0,0,0.0
CL00491,18-25,Junín,bajo,1.51,3,4,1,325.99
CL00492,60+,Huancavelica,medio,1.29,7,2,1,685.12
CL00493,46-60,Apurímac,alto,3.4,6,3,1,1105.97
CL00494,18-25,Piura,bajo,2.6,2,1,1,325.46
CL00495,60+,Puno,bajo,2.02,1,3,1,886.94
CL00496,18-25,Cusco,medio,3.1,4,1,0,0.0
CL00497,36-45,Apurímac,medio,4.62,11,3,0,0.0
CL00498,18-25,Madre de Dios,medio,2.76,3,4,1,611.36
CL00499,18-25,Callao,medio,2.79,2,0,0,0.0
CL00500,18-25,La Libertad,medio,2.48,4,0,0,0.0
CL00501,46-60,Apurímac,medio,2.11,4,3,1,854.72
CL00502,18-25,Cusco,medio,3.32,9,0,0,0.0
CL00503,60+,Pasco,medio,2.31,3,2,1,1023.94
CL00504,36-45,Pasco,medio,3.0,2,0,0,0.0
CL00505,36-45,Callao,alto,4.0,6,3,0,0.0
CL00506,18-25,Ica,bajo,3.24,5,1,1,749.06
CL00507,46-60,Ayacucho,bajo,1.23,6,0,1,634.46
CL00508,46-60,Apurímac,bajo,1.17,4,0,0,0.0
CL00509,60+,Ucayali,alto,3.75,1,3,1,970.1
CL00510,18-25,Lima,medio,2.39,3,1,0,0.0
CL00511,36-45,Lima,medio,2.76,5,2,1,606.57
CL00512,46-60,Moquegua,alto,1.71,7,3,1,767.35
CL00513,18-25,Piura,alto,3.12,9,2,0,0.0
CL00514,46-60,Pasco,alto,4.39,2,3,0,0.0
CL00515,46-60,Amazonas,bajo,2.65,5,4,1,408.59
CL00516,36-45,Cajamarca,alto,3.15,4,1,0,0.0
CL00517,26-35,Lima,medio,3.75,3,1,0,0.0
CL00518,60+,La Libertad,bajo,4.18,4,1,1,934.89
CL00519,60+,Ucayali,medio,1.82,7,0,0,0.0
CL00520,36-45,Lima,medio,2.91,5,0,0,0.0
CL00521,46-60,Tumbes,bajo,3.78,3,0,0,0.0
CL00522,18-25,Callao,medio,4.05,6,4,1,435.67
CL00523,46-60,Puno,alto,2.08,2,0,1,1837.35
CL00524,36-45,Ica,medio,1.83,6,1,0,0.0
CL00525,60+,Ucayali,medio,2.35,4,2,1,964.02
CL00526,46-60,Cajamarca,medio,2.18,4,4,0,0.0
CL00527,60+,Lima,alto,2.22,6,1,1,753.1
CL00528,18-25,Pasco,bajo,2.91,2,1,1,952.83
CL00529,60+,Lambayeque,medio,1.96,4,3,1,1284.69
CL00530,60+,Lima,bajo,4.06,1,0,1,659.02
CL00531,26-35,Ucayali,alto,2.1,7,4,1,625.08
CL00532,26-35,Lambayeque,bajo,1.9,4,0,0,0.0
CL00533,26-35,Lima,medio,1.33,6,1,1,598.99
CL00534,60+,Áncash,medio,3.76,3,2,1,1249.09
CL00535,36-45,Piura,alto,1.21,11,3,0,0.0
CL00536,60+,Lima,bajo,2.96,4,0,0,0.0
CL00537,36-45,La Libertad,medio,3.19,7,3,0,0.0
CL00538,36-45,Amazonas,bajo,0.0,11,1,0,0.0
CL00539,26-35,Lima,alto,1.19,2,4,1,972.81
CL00540,46-60,Amazonas,medio,2.12,3,1,0,0.0
CL00541,18-25,Amazonas,medio,4.39,2,4,0,0.0
CL00542,26-35,Lima,medio,2.12,3,1,0,0.0
CL00543,26-35,Callao,medio,2.0,7,2,1,501.56
CL00544,46-60,Callao,bajo,1.75,4,0,0,0.0
CL00545,18-25,Lima,medio,1.73,5,0,1,1007.2
CL00546,60+,Áncash,alto,1.86,5,4,1,1171.79
CL00547,60+,Ica,medio,1.83,5,4,0,0.0
CL00548,26-35,Ayacucho,alto,1.79,5,4,1,1286.46
CL00549,18-25,Lima,bajo,1.78,7,3,1,671.11
CL00550,26-35,Lima,alto,2.12,6,2,0,0.0
CL00551,36-45,Madre de Dios,medio,3.45,3,1,1,1204.47
CL00552,26-35,Huancavelica,medio,1.38,7,0,0,0.0
CL00553,26-35,Apurímac,medio,1.85,6,2,0,0.0
CL00554,60+,Apurímac,medio,1.98,5,4,0,0.0
CL00555,60+,Lambayeque,medio,2.5,2,2,1,727.53
CL00556,60+,Tumbes,medio,1.74,6,2,0,0.0
CL00557,36-45,Callao,medio,4.58,6,1,0,0.0
CL00558,60+,Huancavelica,bajo,3.08,3,4,0,0.0
CL00559,18-25,Arequipa,medio,3.47,11,2,1,626.66
CL00560,46-60,Lima,medio,2.74,5,3,1,1244.63
CL00561,18-25,Lima,medio,3.9,6,1,1,185.12
CL00562,18-25,Lima,medio,1.36,7,3,0,0.0
CL00563,60+,Puno,medio,1.94,5,3,1,1092.98
CL00564,46-60,Lima,medio,1.68,5,0,1,641.45
CL00565,46-60,Ayacucho,bajo,2.33,5,2,0,0.0
CL00566,46-60,Huánuco,medio,4.08,5,3,1,1123.43
CL00567,36-45,Lima,bajo,4.7,4,2,0,0.0
CL00568,60+,Lima,medio,3.45,7,3,0,0.0
CL00569,46-60,Lima,bajo,2.4,3,4,1,539.29
CL00570,36-45,Lima,medio,3.62,4,4,1,216.53
CL00571,26-35,Lima,medio,3.98,3,4,1,323.44
CL00572,26-35,San Martín,medio,3.68,2,2,0,0.0
CL00573,36-45,Lima,medio,2.37,4,3,1,488.16
CL00574,36-45,Moquegua,bajo,2.39,3,2,1,202.43
CL00575,60+,Cusco,bajo,1.84,7,1,0,0.0
CL00576,60+,Lima,medio,2.25,2,0,1,1145.82
CL00577,26-35,San Martín,alto,1.7,4,0,0,0.0
CL00578,46-60,La Libertad,medio,2.44,6,0,0,0.0
CL00579,26-35,Moquegua,bajo,2.48,4,1,0,0.0
CL00580,46-60,Madre de Dios,medio,1.64,7,3,1,401.42
CL00581,46-60,Áncash,medio,5.19,6,2,0,0.0
CL00582,60+,Lima,medio,2.8,5,4,0,0.0
CL00583,18-25,Ayacucho,alto,3.79,2,1,0,0.0
CL00584,18-25,Tumbes,medio,3.7,7,2,0,0.0
CL00585,36-45,Pasco,bajo,4.44,7,3,1,994.43
CL00586,60+,Arequipa,bajo,1.59,6,1,0,0.0
CL00587,46-60,Arequipa,medio,1.95,5,4,0,0.0
CL00588,18-25,Lima,medio,0.69,4,2,1,479.17
CL00589,46-60,Junín,bajo,0.88,8,1,1,502.39
CL00590,18-25,Áncash,alto,1.49,7,1,1,1812.66
CL00591,18-25,Lima,medio,2.35,8,2,0,0.0
CL00592,18-25,La Libertad,medio,2.41,2,2,0,0.0
CL00593,60+,Arequipa,bajo,5.68,7,4,0,0.0
CL00594,26-35,Pasco,alto,3.0,3,4,1,1316.39
CL00595,46-60,Tacna,medio,3.47,3,2,0,0.0
CL00596,60+,Moquegua,bajo,2.64,11,0,1,899.75
CL00597,60+,Piura,alto,1.19,9,1,1,1325.0
CL00598,60+,Callao,medio,2.8,4,2,0,0.0
CL00599,60+,Huancavelica,medio,0.89,4,2,1,476.36
CL00600,60+,Callao,alto,2.32,3,0,0,0.0
CL00601,36-45,Moquegua,medio,3.15,7,1,0,0.0
CL00602,46-60,Tumbes,alto,1.91,5,1,1,920.3
CL00603,60+,Loreto,alto,2.69,6,1,0,0.0
CL00604,46-60,San Martín,alto,1.9,5,1,0,0.0
CL00605,36-45,Lima,bajo,1.39,9,4,1,488.81
CL00606,36-45,La Libertad,medio,2.99,10,1,0,0.0
CL00607,46-60,Lambayeque,medio,3.54,5,1,0,0.0
CL00608,18-25,Apurímac,medio,3.54,6,0,1,367.79
CL00609,26-35,Áncash,medio,2.26,3,4,1,537.84
CL00610,18-25,Loreto,bajo,0.32,8,0,0,0.0
CL00611,18-25,Lima,alto,2.59,3,4,1,1941.1
CL00612,18-25,Lima,alto,3.77,3,0,0,0.0
CL00613,60+,Lima,medio,1.19,2,2,0,0.0
CL00614,36-45,Huancavelica,bajo,4.28,2,4,1,190.27
CL00615,18-25,Lima,bajo,0.44,4,4,0,0.0
CL00616,36-45,Lima,bajo,2.9,2,3,1,877.42
CL00617,46-60,La Libertad,medio,3.33,7,2,0,0.0
CL00618,26-35,Piura,alto,3.97,9,2,1,1563.97
CL00619,46-60,Lima,bajo,2.96,1,3,1,928.37
CL00620,46-60,Lima,medio,2.17,8,0,0,0.0
CL00621,60+,San Martín,medio,2.67,5,0,0,0.0
CL00622,26-35,Puno,bajo,1.82,4,4,1,822.8
CL00623,46-60,San Martín,medio,0.51,5,0,0,0.0
CL00624,46-60,Huancavelica,medio,2.26,3,3,1,1184.64
CL00625,26-35,Áncash,alto,2.99,1,1,0,0.0
CL00626,26-35,Huancavelica,medio,3.53,3,2,0,0.0
CL00627,46-60,Huancavelica,medio,2.01,5,0,1,233.76
CL00628,26-35,Tacna,medio,3.98,5,3,0,0.0
CL00629,46-60,Lima,bajo,2.33,3,3,0,0.0
CL00630,46-60,Apurímac,bajo,2.98,7,3,0,0.0
CL00631,60+,Ayacucho,medio,3.25,8,4,1,602.09
CL00632,18-25,Ayacucho,bajo,2.55,7,2,1,935.89
CL00633,46-60,Lima,bajo,2.41,8,0,0,0.0
CL00634,36-45,Madre de Dios,medio,4.06,4,3,1,379.07
CL00635,18-25,Puno,medio,0.8,6,0,0,0.0
CL00636,18-25,Tumbes,bajo,2.54,4,2,1,283.54
CL00637,18-25,Callao,bajo,0.67,6,3,0,0.0
CL00638,60+,Huánuco,medio,0.7,6,0,1,1256.55
CL00639,46-60,Cusco,medio,2.45,5,0,0,0.0
CL00640,60+,Junín,medio,1.97,2,3,0,0.0
CL00641,46-60,Tacna,medio,4.58,4,0,0,0.0
CL00642,60+,Lima,bajo,2.25,5,2,0,0.0
CL00643,60+,Madre de Dios,bajo,3.64,7,2,0,0.0
CL00644,36-45,Lima,bajo,2.55,3,1,0,0.0
CL00645,60+,Amazonas,bajo,1.3,7,4,1,402.15
CL00646,26-35,Apurímac,alto,0.74,3,2,0,0.0
CL00647,36-45,Lima,medio,1.14,8,4,1,513.81
CL00648,60+,Madre de Dios,medio,2.83,4,2,0,0.0
CL00649,18-25,Callao,medio,4.1,5,1,1,848.49
CL00650,26-35,Madre de Dios,bajo,1.59,9,0,1,669.23
CL00651,26-35,Pasco,bajo,3.34,4,0,0,0.0
CL00652,26-35,Lambayeque,alto,2.32,6,3,1,1819.06
CL00653,36-45,Madre de Dios,alto,1.44,4,3,1,263.91
CL00654,60+,La Libertad,medio,2.85,4,1,0,0.0
CL00655,60+,Lima,medio,4.09,2,4,0,0.0
CL00656,18-25,Moquegua,medio,2.42,9,3,0,0.0
CL00657,18-25,Ucayali,bajo,3.33,2,0,0,0.0
CL00658,26-35,Junín,bajo,2.81,7,3,1,775.87
CL00659,18-25,Lambayeque,bajo,2.81,7,0,1,566.04
CL00660,36-45,Cajamarca,medio,1.7,5,4,1,910.12
CL00661,60+,Callao,bajo,2.99,7,1,1,558.2
CL00662,26-35,Loreto,medio,1.04,4,1,0,0.0
CL00663,18-25,Tacna,medio,2.86,5,4,0,0.0
CL00664,36-45,La Libertad,medio,3.87,3,0,0,0.0
CL00665,36-45,Cajamarca,bajo,4.3,3,3,0,0.0
CL00666,18-25,Huánuco,medio,1.46,3,0,1,1037.52
CL00667,60+,Lima,medio,2.94,7,2,1,1026.85
CL00668,18-25,Huánuco,bajo,1.79,6,3,0,0.0
CL00669,26-35,Cusco,bajo,2.64,6,0,1,910.03
CL00670,18-25,Madre de Dios,medio,4.42,5,2,1,1229.34
CL00671,36-45,Amazonas,bajo,3.38,7,3,1,299.54
CL00672,18-25,Lima,alto,1.85,7,2,1,1973.33
CL00673,60+,Pasco,medio,1.79,6,2,0,0.0
CL00674,46-60,Huancavelica,bajo,2.52,4,4,1,631.54
CL00675,18-25,Lima,medio,2.58,5,3,0,0.0
CL00676,60+,Lima,medio,2.63,6,3,0,0.0
CL00677,60+,Lima,bajo,1.01,2,2,1,732.91
CL00678,36-45,Lima,bajo,4.5,5,2,0,0.0
CL00679,60+,Junín,medio,4.6,4,0,0,0.0
CL00680,60+,Piura,bajo,2.98,7,2,0,0.0
CL00681,60+,Moquegua,bajo,1.63,4,4,1,700.91
CL00682,60+,Ica,bajo,1.87,6,3,0,0.0
CL00683,26-35,Arequipa,bajo,1.56,5,2,0,0.0
CL00684,26-35,Apurímac,medio,1.47,7,2,0,0.0
CL00685,36-45,Arequipa,alto,1.87,3,2,0,0.0
CL00686,18-25,Lima,medio,2.92,1,2,1,1137.77
CL00687,60+,Áncash,medio,2.63,3,3,0,0.0
CL00688,18-25,Ica,alto,4.02,4,3,0,0.0
CL00689,18-25,Moquegua,bajo,0.98,4,1,0,0.0
CL00690,36-45,Huánuco,bajo,1.62,6,0,0,0.0
CL00691,60+,Moquegua,medio,0.5,8,0,0,0.0
CL00692,60+,Madre de Dios,medio,2.64,3,2,1,913.21
CL00693,46-60,Cusco,medio,4.1,4,0,1,1088.79
CL00694,18-25,Madre de Dios,bajo,2.03,5,3,1,426.53
CL00695,18-25,Madre de Dios,bajo,3.87,9,2,0,0.0
CL00696,26-35,La Libertad,medio,3.19,3,3,0,0.0
CL00697,46-60,Callao,alto,3.37,3,1,1,1767.46
CL00698,26-35,Lima,medio,3.09,3,4,1,737.08
CL00699,26-35,Tacna,bajo,4.3,6,1,0,0.0
CL00700,26-35,Lima,medio,2.3,2,2,0,0.0
CL00701,36-45,Cajamarca,bajo,3.19,3,0,0,0.0
CL00702,36-45,Lima,bajo,4.35,2,0,0,0.0
CL00703,26-35,Lambayeque,medio,1.48,9,0,1,436.64
CL00704,46-60,Lima,medio,2.28,9,3,1,994.47
CL00705,18-25,Madre de Dios,alto,3.07,8,3,1,496.46
CL00706,46-60,Lima,medio,1.64,7,2,1,1257.98
CL00707,60+,Piura,medio,1.6,5,4,1,1162.12
CL00708,36-45,Madre de Dios,medio,4.53,3,3,1,357.36
CL00709,18-25,Lima,bajo,1.69,2,3,0,0.0
CL00710,18-25,Ayacucho,alto,2.13,5,3,0,0.0
CL00711,60+,Piura,medio,2.72,5,4,1,583.5
CL00712,60+,Tacna,bajo,2.93,4,2,1,446.0
CL00713,26-35,Ayacucho,medio,1.95,3,1,1,263.58
CL00714,36-45,Lima,medio,2.29,4,0,1,939.14
CL00715,36-45,Huancavelica,alto,1.5,8,3,1,1561.5
CL00716,46-60,Moquegua,alto,1.95,4,4,1,757.05
CL00717,26-35,Madre de Dios,bajo,3.2,6,0,0,0.0
CL00718,26-35,Ayacucho,medio,3.41,5,4,1,733.83
CL00719,26-35,San Martín,medio,3.52,4,1,1,930.04
CL00720,26-35,Cajamarca,bajo,2.5,5,0,0,0.0
CL00721,36-45,Pasco,medio,2.3,1,3,0,0.0
CL00722,36-45,Lima,medio,1.19,7,4,1,984.11
CL00723,26-35,Ica,bajo,2.14,3,3,0,0.0
CL00724,46-60,Cajamarca,medio,2.67,4,1,1,1245.79
CL00725,18-25,Cajamarca,medio,3.59,5,0,1,942.2
CL00726,18-25,Lima,bajo,0.57,7,3,1,687.18
CL00727,46-60,Lima,medio,2.16,4,4,1,780.84
CL00728,26-35,Arequipa,medio,0.23,1,0,1,430.08
CL00729,36-45,Arequipa,bajo,0.9,7,2,1,682.87
CL00730,18-25,Apurímac,alto,3.82,5,1,0,0.0
CL00731,60+,Madre de Dios,bajo,1.2,5,1,1,715.93
CL00732,60+,Loreto,bajo,2.61,4,0,1,656.08
CL00733,46-60,Áncash,bajo,3.53,3,4,0,0.0
CL00734,26-35,Lima,medio,2.03,8,1,1,1284.38
CL00735,18-25,Apurímac,medio,1.28,7,0,1,309.4
CL00736,26-35,San Martín,medio,2.62,4,2,0,0.0
CL00737,18-25,Tacna,bajo,4.06,6,0,0,0.0
CL00738,46-60,Loreto,alto,3.49,4,0,1,1626.31
CL00739,46-60,Tacna,bajo,2.25,6,0,0,0.0
CL00740,60+,Pasco,bajo,1.94,3,2,0,0.0
CL00741,26-35,Piura,bajo,3.66,3,0,1,580.24
CL00742,60+,Lima,bajo,1.04,6,0,0,0.0
CL00743,26-35,Huánuco,medio,3.44,4,4,1,1143.44
CL00744,60+,Callao,bajo,1.97,5,0,0,0.0
CL00745,36-45,Ica,bajo,1.01,13,1,0,0.0
CL00746,36-45,Lima,alto,0.73,5,4,1,695.5
CL00747,36-45,Cajamarca,bajo,4.14,6,4,1,566.93
CL00748,36-45,Huancavelica,medio,2.3,4,2,1,1105.9
CL00749,18-25,Lima,medio,1.61,2,1,0,0.0
CL00750,36-45,Cusco,medio,2.46,6,4,1,152.3
CL00751,46-60,Lima,medio,1.93,6,2,1,1230.14
CL00752,46-60,Tacna,medio,1.96,6,4,0,0.0
CL00753,18-25,Madre de Dios,bajo,2.0,5,0,1,154.84
CL00754,36-45,Lima,alto,2.51,5,1,1,656.52
CL00755,36-45,Lima,medio,3.26,10,4,1,1038.91
CL00756,36-45,Lima,alto,0.97,5,1,1,202.71
CL00757,60+,Cajamarca,alto,3.85,6,2,0,0.0
CL00758,26-35,San Martín,bajo,1.56,5,0,1,565.85
CL00759,60+,Cusco,bajo,2.76,6,2,0,0.0
CL00760,26-35,Apurímac,bajo,2.44,4,0,1,326.35
CL00761,36-45,Moquegua,alto,1.69,8,4,1,1429.96
CL00762,36-45,Cajamarca,alto,3.64,5,4,1,626.28
CL00763,60+,Junín,medio,1.71,9,0,0,0.0
CL00764,60+,Amazonas,bajo,3.92,6,3,1,196.97
CL00765,26-35,Ayacucho,bajo,3.17,3,2,0,0.0
CL00766,46-60,Cajamarca,alto,1.75,6,3,0,0.0
CL00767,26-35,Áncash,alto,1.3,4,3,1,371.55
CL00768,60+,Lima,bajo,3.57,8,3,1,867.07
CL00769,60+,Piura,bajo,1.36,7,1,0,0.0
CL00770,18-25,Junín,medio,2.37,2,1,0,0.0
CL00771,60+,Puno,bajo,3.2,5,0,0,0.0
CL00772,18-25,Callao,alto,2.96,5,0,1,1386.83
CL00773,46-60,Ica,medio,2.3,6,2,0,0.0
CL00774,26-35,Ayacucho,medio,1.77,6,4,1,549.29
CL00775,26-35,Lima,medio,3.22,8,0,0,0.0
CL00776,18-25,Lambayeque,medio,0.62,5,2,1,392.95
CL00777,26-35,Lima,bajo,2.76,2,4,0,0.0
CL00778,60+,Moquegua,medio,1.2,4,1,1,725.23
CL00779,36-45,Lima,medio,1.62,8,2,0,0.0
CL00780,18-25,Lima,medio,2.87,4,3,0,0.0
CL00781,26-35,Tacna,medio,1.75,5,3,0,0.0
CL00782,18-25,Huánuco,bajo,3.66,5,3,1,954.1
CL00783,18-25,Junín,bajo,3.21,4,1,0,0.0
CL00784,36-45,Loreto,medio,1.8,4,4,0,0.0
CL00785,60+,Lima,medio,2.27,2,2,0,0.0
CL00786,18-25,Cajamarca,medio,1.4,7,3,0,0.0
CL00787,26-35,La Libertad,alto,2.97,4,3,1,1687.89
CL00788,46-60,Lima,medio,4.07,5,1,1,744.63
CL00789,18-25,Lambayeque,medio,1.3,6,4,0,0.0
CL00790,18-25,Cajamarca,bajo,2.69,5,4,1,428.45
CL00791,36-45,Tacna,alto,2.82,6,4,1,1872.63
CL00792,60+,Moquegua,medio,1.25,6,4,0,0.0
CL00793,46-60,Lima,bajo,1.49,3,4,0,0.0
CL00794,26-35,Lima,medio,0.69,5,1,1,521.12
CL00795,46-60,San Martín,medio,3.06,6,0,1,279.86
CL00796,26-35,Ayacucho,alto,2.14,5,4,1,1483.12
CL00797,60+,Huancavelica,alto,1.77,3,4,1,1352.72
CL00798,26-35,Lima,medio,4.56,3,3,0,0.0
CL00799,36-45,Pasco,medio,0.7,6,1,0,0.0
CL00800,36-45,Áncash,bajo,3.79,3,4,0,0.0
CL00801,36-45,Ucayali,medio,0.35,6,3,0,0.0
CL00802,36-45,Lima,medio,1.98,7,1,0,0.0
CL00803,46-60,Junín,medio,0.8,7,3,0,0.0
CL00804,60+,Huánuco,medio,1.68,6,4,1,509.28
CL00805,26-35,Cajamarca,alto,1.96,5,3,0,0.0
CL00806,26-35,Pasco,bajo,1.79,2,0,0,0.0
CL00807,36-45,Tumbes,bajo,2.75,3,1,1,318.16
CL00808,36-45,Lambayeque,medio,3.38,7,3,1,720.44
CL00809,18-25,Tumbes,alto,2.39,7,2,1,1122.31
CL00810,60+,Piura,alto,2.82,1,0,1,1488.3
CL00811,46-60,Lima,medio,4.06,7,4,1,563.0
CL00812,26-35,Lima,alto,1.8,3,2,0,0.0
CL00813,18-25,Lambayeque,medio,3.4,4,4,0,0.0
CL00814,18-25,Lima,bajo,5.03,5,2,1,369.15
CL00815,26-35,Áncash,medio,4.31,10,0,1,393.62
CL00816,46-60,Loreto,bajo,4.13,4,0,0,0.0
CL00817,18-25,Áncash,bajo,3.23,3,2,0,0.0
CL00818,18-25,Piura,medio,3.65,4,4,1,836.44
CL00819,60+,Piura,medio,2.02,8,0,1,481.49
CL00820,46-60,Cusco,medio,2.42,5,4,1,346.58
CL00821,18-25,Ica,bajo,2.3,9,1,1,998.6
CL00822,46-60,Lima,bajo,1.84,4,1,0,0.0
CL00823,26-35,Lima,bajo,2.65,4,2,0,0.0
CL00824,36-45,Huánuco,medio,1.98,6,0,1,295.88
CL00825,18-25,Lima,medio,2.56,6,0,0,0.0
CL00826,60+,Huánuco,alto,1.12,8,3,1,1951.85
CL00827,26-35,Áncash,alto,1.97,2,2,1,1083.99
CL00828,46-60,Amazonas,medio,3.82,1,0,0,0.0
CL00829,26-35,Arequipa,medio,2.69,6,1,0,0.0
CL00830,18-25,Pasco,bajo,3.83,7,1,0,0.0
CL00831,46-60,Tumbes,bajo,1.89,7,4,0,0.0
CL00832,36-45,Lambayeque,medio,2.25,2,1,0,0.0
CL00833,26-35,Lima,medio,2.71,7,0,1,436.52
CL00834,18-25,Ayacucho,alto,2.31,6,3,1,1099.52
CL00835,60+,Lima,medio,1.11,1,0,0,0.0
CL00836,46-60,Ayacucho,bajo,3.07,6,3,1,876.72
CL00837,26-35,Lima,alto,1.51,5,2,1,1861.12
CL00838,26-35,Tacna,medio,2.49,8,3,1,776.29
CL00839,36-45,Callao,alto,0.37,6,2,1,1771.14
CL00840,36-45,Moquegua,medio,1.85,1,4,0,0.0
CL00841,60+,Amazonas,bajo,2.37,3,0,1,674.41
CL00842,60+,La Libertad,bajo,3.06,5,0,0,0.0
CL00843,18-25,Arequipa,bajo,1.26,1,1,0,0.0
CL00844,18-25,Junín,bajo,1.61,4,2,0,0.0
CL00845,60+,Cajamarca,bajo,4.26,5,3,1,381.52
CL00846,60+,Junín,medio,4.47,4,2,1,1204.75
CL00847,46-60,Lambayeque,alto,3.01,8,3,1,1225.4
CL00848,36-45,Huánuco,alto,3.78,5,4,0,0.0
CL00849,18-25,Lima,medio,2.11,4,1,1,136.72
CL00850,36-45,Tacna,bajo,3.15,5,3,0,0.0
CL00851,36-45,La Libertad,medio,3.1,4,1,0,0.0
CL00852,60+,Callao,medio,1.56,6,0,0,0.0
CL00853,46-60,Huancavelica,bajo,2.7,6,3,0,0.0
CL00854,26-35,Puno,alto,2.2,6,2,1,624.92
CL00855,46-60,Lima,alto,2.87,7,1,0,0.0
CL00856,46-60,Lima,medio,1.96,4,3,1,313.01
CL00857,36-45,Ayacucho,medio,1.05,4,4,1,632.3
CL00858,46-60,Lima,bajo,2.52,1,3,0,0.0
CL00859,18-25,Huancavelica,medio,3.33,8,3,0,0.0
CL00860,36-45,Tumbes,bajo,3.33,8,0,1,628.15
CL00861,18-25,San Martín,bajo,0.72,4,1,1,177.05
CL00862,26-35,Apurímac,medio,2.68,7,4,0,0.0
CL00863,36-45,Lima,medio,3.19,7,2,1,1208.11
CL00864,26-35,Cusco,medio,2.64,4,4,1,1254.13
CL00865,36-45,Lambayeque,medio,3.36,7,1,0,0.0
CL00866,60+,San Martín,medio,1.09,6,1,0,0.0
CL00867,46-60,Lima,medio,1.35,4,2,1,316.16
CL00868,60+,Ica,alto,3.09,6,2,1,633.79
CL00869,26-35,Callao,alto,2.15,6,2,0,0.0
CL00870,46-60,Pasco,medio,3.67,9,1,1,665.77
CL00871,36-45,Lima,medio,2.81,6,2,0,0.0
CL00872,46-60,Lima,medio,1.6,7,1,0,0.0
CL00873,18-25,Callao,bajo,1.55,4,2,0,0.0
CL00874,46-60,Ica,bajo,0.62,3,3,1,480.42
CL00875,18-25,Tumbes,alto,3.19,2,1,0,0.0
CL00876,46-60,Lima,alto,2.38,3,3,1,1615.41
CL00877,18-25,La Libertad,medio,3.42,7,3,0,0.0
CL00878,26-35,Lima,medio,2.76,6,0,1,1254.0
CL00879,60+,Moquegua,bajo,2.61,3,0,1,770.2
CL00880,36-45,Ica,medio,3.32,2,1,0,0.0
CL00881,46-60,Cajamarca,medio,2.4,9,1,0,0.0
CL00882,60+,Lima,medio,2.17,6,3,1,334.65
CL00883,36-45,Lima,alto,2.5,7,2,1,1644.42
CL00884,36-45,Loreto,bajo,3.34,6,0,1,863.03
